codepoints	group	counted	cluster_width	code_point_sum	note
1F939+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman juggling: light skin tone
1F939+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman juggling: light skin tone
1F939+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman juggling: medium-light skin tone
1F939+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman juggling: medium-light skin tone
1F939+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman juggling: medium skin tone
1F939+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman juggling: medium skin tone
1F939+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman juggling: medium-dark skin tone
1F939+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman juggling: medium-dark skin tone
1F939+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman juggling: dark skin tone
1F939+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman juggling: dark skin tone
1F9D8	emoji-fully-qualified	2	2	2	person in lotus position
1F9D8+1F3FB	emoji-fully-qualified	2	2	4	person in lotus position: light skin tone
1F9D8+1F3FC	emoji-fully-qualified	2	2	4	person in lotus position: medium-light skin tone
1F9D8+1F3FD	emoji-fully-qualified	2	2	4	person in lotus position: medium skin tone
1F9D8+1F3FE	emoji-fully-qualified	2	2	4	person in lotus position: medium-dark skin tone
1F9D8+1F3FF	emoji-fully-qualified	2	2	4	person in lotus position: dark skin tone
1F9D8+200D+2642+FE0F	emoji-fully-qualified	2	2	4	man in lotus position
1F9D8+200D+2642	emoji-minimally-qualified	2	2	4	man in lotus position
1F9D8+1F3FB+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man in lotus position: light skin tone
1F9D8+1F3FB+200D+2642	emoji-minimally-qualified	2	2	6	man in lotus position: light skin tone
1F9D8+1F3FC+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man in lotus position: medium-light skin tone
1F9D8+1F3FC+200D+2642	emoji-minimally-qualified	2	2	6	man in lotus position: medium-light skin tone
1F9D8+1F3FD+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man in lotus position: medium skin tone
1F9D8+1F3FD+200D+2642	emoji-minimally-qualified	2	2	6	man in lotus position: medium skin tone
1F9D8+1F3FE+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man in lotus position: medium-dark skin tone
1F9D8+1F3FE+200D+2642	emoji-minimally-qualified	2	2	6	man in lotus position: medium-dark skin tone
1F9D8+1F3FF+200D+2642+FE0F	emoji-fully-qualified	2	2	6	man in lotus position: dark skin tone
1F9D8+1F3FF+200D+2642	emoji-minimally-qualified	2	2	6	man in lotus position: dark skin tone
1F9D8+200D+2640+FE0F	emoji-fully-qualified	2	2	4	woman in lotus position
1F9D8+200D+2640	emoji-minimally-qualified	2	2	4	woman in lotus position
1F9D8+1F3FB+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman in lotus position: light skin tone
1F9D8+1F3FB+200D+2640	emoji-minimally-qualified	2	2	6	woman in lotus position: light skin tone
1F9D8+1F3FC+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman in lotus position: medium-light skin tone
1F9D8+1F3FC+200D+2640	emoji-minimally-qualified	2	2	6	woman in lotus position: medium-light skin tone
1F9D8+1F3FD+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman in lotus position: medium skin tone
1F9D8+1F3FD+200D+2640	emoji-minimally-qualified	2	2	6	woman in lotus position: medium skin tone
1F9D8+1F3FE+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman in lotus position: medium-dark skin tone
1F9D8+1F3FE+200D+2640	emoji-minimally-qualified	2	2	6	woman in lotus position: medium-dark skin tone
1F9D8+1F3FF+200D+2640+FE0F	emoji-fully-qualified	2	2	6	woman in lotus position: dark skin tone
1F9D8+1F3FF+200D+2640	emoji-minimally-qualified	2	2	6	woman in lotus position: dark skin tone
1F6C0	emoji-fully-qualified	2	2	2	person taking bath
1F6C0+1F3FB	emoji-fully-qualified	2	2	4	person taking bath: light skin tone
1F6C0+1F3FC	emoji-fully-qualified	2	2	4	person taking bath: medium-light skin tone
1F6C0+1F3FD	emoji-fully-qualified	2	2	4	person taking bath: medium skin tone
1F6C0+1F3FE	emoji-fully-qualified	2	2	4	person taking bath: medium-dark skin tone
1F6C0+1F3FF	emoji-fully-qualified	2	2	4	person taking bath: dark skin tone
1F6CC	emoji-fully-qualified	2	2	2	person in bed
1F6CC+1F3FB	emoji-fully-qualified	2	2	4	person in bed: light skin tone
1F6CC+1F3FC	emoji-fully-qualified	2	2	4	person in bed: medium-light skin tone
1F6CC+1F3FD	emoji-fully-qualified	2	2	4	person in bed: medium skin tone
1F6CC+1F3FE	emoji-fully-qualified	2	2	4	person in bed: medium-dark skin tone
1F6CC+1F3FF	emoji-fully-qualified	2	2	4	person in bed: dark skin tone
1F9D1+200D+1F91D+200D+1F9D1	emoji-fully-qualified	2	2	8	people holding hands
1F9D1+1F3FB+200D+1F91D+200D+1F9D1+1F3FB	emoji-fully-qualified	2	2	12	people holding hands: light skin tone
1F9D1+1F3FB+200D+1F91D+200D+1F9D1+1F3FC	emoji-fully-qualified	2	2	12	people holding hands: light skin tone, medium-light skin tone
1F9D1+1F3FB+200D+1F91D+200D+1F9D1+1F3FD	emoji-fully-qualified	2	2	12	people holding hands: light skin tone, medium skin tone
1F9D1+1F3FB+200D+1F91D+200D+1F9D1+1F3FE	emoji-fully-qualified	2	2	12	people holding hands: light skin tone, medium-dark skin tone
1F9D1+1F3FB+200D+1F91D+200D+1F9D1+1F3FF	emoji-fully-qualified	2	2	12	people holding hands: light skin tone, dark skin tone
1F9D1+1F3FC+200D+1F91D+200D+1F9D1+1F3FB	emoji-fully-qualified	2	2	12	people holding hands: medium-light skin tone, light skin tone
1F9D1+1F3FC+200D+1F91D+200D+1F9D1+1F3FC	emoji-fully-qualified	2	2	12	people holding hands: medium-light skin tone
1F9D1+1F3FC+200D+1F91D+200D+1F9D1+1F3FD	emoji-fully-qualified	2	2	12	people holding hands: medium-light skin tone, medium skin tone
1F9D1+1F3FC+200D+1F91D+200D+1F9D1+1F3FE	emoji-fully-qualified	2	2	12	people holding hands: medium-light skin tone, medium-dark skin tone
1F9D1+1F3FC+200D+1F91D+200D+1F9D1+1F3FF	emoji-fully-qualified	2	2	12	people holding hands: medium-light skin tone, dark skin tone
1F9D1+1F3FD+200D+1F91D+200D+1F9D1+1F3FB	emoji-fully-qualified	2	2	12	people holding hands: medium skin tone, light skin tone
1F9D1+1F3FD+200D+1F91D+200D+1F9D1+1F3FC	emoji-fully-qualified	2	2	12	people holding hands: medium skin tone, medium-light skin tone
1F9D1+1F3FD+200D+1F91D+200D+1F9D1+1F3FD	emoji-fully-qualified	2	2	12	people holding hands: medium skin tone
1F9D1+1F3FD+200D+1F91D+200D+1F9D1+1F3FE	emoji-fully-qualified	2	2	12	people holding hands: medium skin tone, medium-dark skin tone
1F9D1+1F3FD+200D+1F91D+200D+1F9D1+1F3FF	emoji-fully-qualified	2	2	12	people holding hands: medium skin tone, dark skin tone
1F9D1+1F3FE+200D+1F91D+200D+1F9D1+1F3FB	emoji-fully-qualified	2	2	12	people holding hands: medium-dark skin tone, light skin tone
1F9D1+1F3FE+200D+1F91D+200D+1F9D1+1F3FC	emoji-fully-qualified	2	2	12	people holding hands: medium-dark skin tone, medium-light skin tone
1F9D1+1F3FE+200D+1F91D+200D+1F9D1+1F3FD	emoji-fully-qualified	2	2	12	people holding hands: medium-dark skin tone, medium skin tone
1F9D1+1F3FE+200D+1F91D+200D+1F9D1+1F3FE	emoji-fully-qualified	2	2	12	people holding hands: medium-dark skin tone
1F9D1+1F3FE+200D+1F91D+200D+1F9D1+1F3FF	emoji-fully-qualified	2	2	12	people holding hands: medium-dark skin tone, dark skin tone
1F9D1+1F3FF+200D+1F91D+200D+1F9D1+1F3FB	emoji-fully-qualified	2	2	12	people holding hands: dark skin tone, light skin tone
1F9D1+1F3FF+200D+1F91D+200D+1F9D1+1F3FC	emoji-fully-qualified	2	2	12	people holding hands: dark skin tone, medium-light skin tone
1F9D1+1F3FF+200D+1F91D+200D+1F9D1+1F3FD	emoji-fully-qualified	2	2	12	people holding hands: dark skin tone, medium skin tone
1F9D1+1F3FF+200D+1F91D+200D+1F9D1+1F3FE	emoji-fully-qualified	2	2	12	people holding hands: dark skin tone, medium-dark skin tone
1F9D1+1F3FF+200D+1F91D+200D+1F9D1+1F3FF	emoji-fully-qualified	2	2	12	people holding hands: dark skin tone
1F46D	emoji-fully-qualified	2	2	2	women holding hands
1F46D+1F3FB	emoji-fully-qualified	2	2	4	women holding hands: light skin tone
1F469+1F3FB+200D+1F91D+200D+1F469+1F3FC	emoji-fully-qualified	2	2	12	women holding hands: light skin tone, medium-light skin tone
1F469+1F3FB+200D+1F91D+200D+1F469+1F3FD	emoji-fully-qualified	2	2	12	women holding hands: light skin tone, medium skin tone
1F469+1F3FB+200D+1F91D+200D+1F469+1F3FE	emoji-fully-qualified	2	2	12	women holding hands: light skin tone, medium-dark skin tone
1F469+1F3FB+200D+1F91D+200D+1F469+1F3FF	emoji-fully-qualified	2	2	12	women holding hands: light skin tone, dark skin tone
1F469+1F3FC+200D+1F91D+200D+1F469+1F3FB	emoji-fully-qualified	2	2	12	women holding hands: medium-light skin tone, light skin tone
1F46D+1F3FC	emoji-fully-qualified	2	2	4	women holding hands: medium-light skin tone
1F469+1F3FC+200D+1F91D+200D+1F469+1F3FD	emoji-fully-qualified	2	2	12	women holding hands: medium-light skin tone, medium skin tone
1F469+1F3FC+200D+1F91D+200D+1F469+1F3FE	emoji-fully-qualified	2	2	12	women holding hands: medium-light skin tone, medium-dark skin tone
1F469+1F3FC+200D+1F91D+200D+1F469+1F3FF	emoji-fully-qualified	2	2	12	women holding hands: medium-light skin tone, dark skin tone
1F469+1F3FD+200D+1F91D+200D+1F469+1F3FB	emoji-fully-qualified	2	2	12	women holding hands: medium skin tone, light skin tone
1F469+1F3FD+200D+1F91D+200D+1F469+1F3FC	emoji-fully-qualified	2	2	12	women holding hands: medium skin tone, medium-light skin tone
1F46D+1F3FD	emoji-fully-qualified	2	2	4	women holding hands: medium skin tone
1F469+1F3FD+200D+1F91D+200D+1F469+1F3FE	emoji-fully-qualified	2	2	12	women holding hands: medium skin tone, medium-dark skin tone
1F469+1F3FD+200D+1F91D+200D+1F469+1F3FF	emoji-fully-qualified	2	2	12	women holding hands: medium skin tone, dark skin tone
1F469+1F3FE+200D+1F91D+200D+1F469+1F3FB	emoji-fully-qualified	2	2	12	women holding hands: medium-dark skin tone, light skin tone
1F469+1F3FE+200D+1F91D+200D+1F469+1F3FC	emoji-fully-qualified	2	2	12	women holding hands: medium-dark skin tone, medium-light skin tone
1F469+1F3FE+200D+1F91D+200D+1F469+1F3FD	emoji-fully-qualified	2	2	12	women holding hands: medium-dark skin tone, medium skin tone
1F46D+1F3FE	emoji-fully-qualified	2	2	4	women holding hands: medium-dark skin tone
1F469+1F3FE+200D+1F91D+200D+1F469+1F3FF	emoji-fully-qualified	2	2	12	women holding hands: medium-dark skin tone, dark skin tone
1F469+1F3FF+200D+1F91D+200D+1F469+1F3FB	emoji-fully-qualified	2	2	12	women holding hands: dark skin tone, light skin tone
1F469+1F3FF+200D+1F91D+200D+1F469+1F3FC	emoji-fully-qualified	2	2	12	women holding hands: dark skin tone, medium-light skin tone
1F469+1F3FF+200D+1F91D+200D+1F469+1F3FD	emoji-fully-qualified	2	2	12	women holding hands: dark skin tone, medium skin tone
1F469+1F3FF+200D+1F91D+200D+1F469+1F3FE	emoji-fully-qualified	2	2	12	women holding hands: dark skin tone, medium-dark skin tone
1F46D+1F3FF	emoji-fully-qualified	2	2	4	women holding hands: dark skin tone
1F46B	emoji-fully-qualified	2	2	2	woman and man holding hands
1F46B+1F3FB	emoji-fully-qualified	2	2	4	woman and man holding hands: light skin tone
1F469+1F3FB+200D+1F91D+200D+1F468+1F3FC	emoji-fully-qualified	2	2	12	woman and man holding hands: light skin tone, medium-light skin tone
1F469+1F3FB+200D+1F91D+200D+1F468+1F3FD	emoji-fully-qualified	2	2	12	woman and man holding hands: light skin tone, medium skin tone
1F469+1F3FB+200D+1F91D+200D+1F468+1F3FE	emoji-fully-qualified	2	2	12	woman and man holding hands: light skin tone, medium-dark skin tone
1F469+1F3FB+200D+1F91D+200D+1F468+1F3FF	emoji-fully-qualified	2	2	12	woman and man holding hands: light skin tone, dark skin tone
1F469+1F3FC+200D+1F91D+200D+1F468+1F3FB	emoji-fully-qualified	2	2	12	woman and man holding hands: medium-light skin tone, light skin tone
1F46B+1F3FC	emoji-fully-qualified	2	2	4	woman and man holding hands: medium-light skin tone
1F469+1F3FC+200D+1F91D+200D+1F468+1F3FD	emoji-fully-qualified	2	2	12	woman and man holding hands: medium-light skin tone, medium skin tone
1F469+1F3FC+200D+1F91D+200D+1F468+1F3FE	emoji-fully-qualified	2	2	12	woman and man holding hands: medium-light skin tone, medium-dark skin tone
1F469+1F3FC+200D+1F91D+200D+1F468+1F3FF	emoji-fully-qualified	2	2	12	woman and man holding hands: medium-light skin tone, dark skin tone
1F469+1F3FD+200D+1F91D+200D+1F468+1F3FB	emoji-fully-qualified	2	2	12	woman and man holding hands: medium skin tone, light skin tone
1F469+1F3FD+200D+1F91D+200D+1F468+1F3FC	emoji-fully-qualified	2	2	12	woman and man holding hands: medium skin tone, medium-light skin tone
1F46B+1F3FD	emoji-fully-qualified	2	2	4	woman and man holding hands: medium skin tone
1F469+1F3FD+200D+1F91D+200D+1F468+1F3FE	emoji-fully-qualified	2	2	12	woman and man holding hands: medium skin tone, medium-dark skin tone
1F469+1F3FD+200D+1F91D+200D+1F468+1F3FF	emoji-fully-qualified	2	2	12	woman and man holding hands: medium skin tone, dark skin tone
1F469+1F3FE+200D+1F91D+200D+1F468+1F3FB	emoji-fully-qualified	2	2	12	woman and man holding hands: medium-dark skin tone, light skin tone
1F469+1F3FE+200D+1F91D+200D+1F468+1F3FC	emoji-fully-qualified	2	2	12	woman and man holding hands: medium-dark skin tone, medium-light skin tone
1F469+1F3FE+200D+1F91D+200D+1F468+1F3FD	emoji-fully-qualified	2	2	12	woman and man holding hands: medium-dark skin tone, medium skin tone
1F46B+1F3FE	emoji-fully-qualified	2	2	4	woman and man holding hands: medium-dark skin tone
1F469+1F3FE+200D+1F91D+200D+1F468+1F3FF	emoji-fully-qualified	2	2	12	woman and man holding hands: medium-dark skin tone, dark skin tone
1F469+1F3FF+200D+1F91D+200D+1F468+1F3FB	emoji-fully-qualified	2	2	12	woman and man holding hands: dark skin tone, light skin tone
1F469+1F3FF+200D+1F91D+200D+1F468+1F3FC	emoji-fully-qualified	2	2	12	woman and man holding hands: dark skin tone, medium-light skin tone
1F469+1F3FF+200D+1F91D+200D+1F468+1F3FD	emoji-fully-qualified	2	2	12	woman and man holding hands: dark skin tone, medium skin tone
1F469+1F3FF+200D+1F91D+200D+1F468+1F3FE	emoji-fully-qualified	2	2	12	woman and man holding hands: dark skin tone, medium-dark skin tone
1F46B+1F3FF	emoji-fully-qualified	2	2	4	woman and man holding hands: dark skin tone
1F46C	emoji-fully-qualified	2	2	2	men holding hands
1F46C+1F3FB	emoji-fully-qualified	2	2	4	men holding hands: light skin tone
1F468+1F3FB+200D+1F91D+200D+1F468+1F3FC	emoji-fully-qualified	2	2	12	men holding hands: light skin tone, medium-light skin tone
1F468+1F3FB+200D+1F91D+200D+1F468+1F3FD	emoji-fully-qualified	2	2	12	men holding hands: light skin tone, medium skin tone
1F468+1F3FB+200D+1F91D+200D+1F468+1F3FE	emoji-fully-qualified	2	2	12	men holding hands: light skin tone, medium-dark skin tone
1F468+1F3FB+200D+1F91D+200D+1F468+1F3FF	emoji-fully-qualified	2	2	12	men holding hands: light skin tone, dark skin tone
1F468+1F3FC+200D+1F91D+200D+1F468+1F3FB	emoji-fully-qualified	2	2	12	men holding hands: medium-light skin tone, light skin tone
1F46C+1F3FC	emoji-fully-qualified	2	2	4	men holding hands: medium-light skin tone
1F468+1F3FC+200D+1F91D+200D+1F468+1F3FD	emoji-fully-qualified	2	2	12	men holding hands: medium-light skin tone, medium skin tone
1F468+1F3FC+200D+1F91D+200D+1F468+1F3FE	emoji-fully-qualified	2	2	12	men holding hands: medium-light skin tone, medium-dark skin tone
1F468+1F3FC+200D+1F91D+200D+1F468+1F3FF	emoji-fully-qualified	2	2	12	men holding hands: medium-light skin tone, dark skin tone
1F468+1F3FD+200D+1F91D+200D+1F468+1F3FB	emoji-fully-qualified	2	2	12	men holding hands: medium skin tone, light skin tone
1F468+1F3FD+200D+1F91D+200D+1F468+1F3FC	emoji-fully-qualified	2	2	12	men holding hands: medium skin tone, medium-light skin tone
1F46C+1F3FD	emoji-fully-qualified	2	2	4	men holding hands: medium skin tone
1F468+1F3FD+200D+1F91D+200D+1F468+1F3FE	emoji-fully-qualified	2	2	12	men holding hands: medium skin tone, medium-dark skin tone
1F468+1F3FD+200D+1F91D+200D+1F468+1F3FF	emoji-fully-qualified	2	2	12	men holding hands: medium skin tone, dark skin tone
1F468+1F3FE+200D+1F91D+200D+1F468+1F3FB	emoji-fully-qualified	2	2	12	men holding hands: medium-dark skin tone, light skin tone
1F468+1F3FE+200D+1F91D+200D+1F468+1F3FC	emoji-fully-qualified	2	2	12	men holding hands: medium-dark skin tone, medium-light skin tone
1F468+1F3FE+200D+1F91D+200D+1F468+1F3FD	emoji-fully-qualified	2	2	12	men holding hands: medium-dark skin tone, medium skin tone
1F46C+1F3FE	emoji-fully-qualified	2	2	4	men holding hands: medium-dark skin tone
1F468+1F3FE+200D+1F91D+200D+1F468+1F3FF	emoji-fully-qualified	2	2	12	men holding hands: medium-dark skin tone, dark skin tone
1F468+1F3FF+200D+1F91D+200D+1F468+1F3FB	emoji-fully-qualified	2	2	12	men holding hands: dark skin tone, light skin tone
1F468+1F3FF+200D+1F91D+200D+1F468+1F3FC	emoji-fully-qualified	2	2	12	men holding hands: dark skin tone, medium-light skin tone
1F468+1F3FF+200D+1F91D+200D+1F468+1F3FD	emoji-fully-qualified	2	2	12	men holding hands: dark skin tone, medium skin tone
1F468+1F3FF+200D+1F91D+200D+1F468+1F3FE	emoji-fully-qualified	2	2	12	men holding hands: dark skin tone, medium-dark skin tone
1F46C+1F3FF	emoji-fully-qualified	2	2	4	men holding hands: dark skin tone
1F48F	emoji-fully-qualified	2	2	2	kiss
1F48F+1F3FB	emoji-fully-qualified	2	2	4	kiss: light skin tone
1F48F+1F3FC	emoji-fully-qualified	2	2	4	kiss: medium-light skin tone
1F48F+1F3FD	emoji-fully-qualified	2	2	4	kiss: medium skin tone
1F48F+1F3FE	emoji-fully-qualified	2	2	4	kiss: medium-dark skin tone
1F48F+1F3FF	emoji-fully-qualified	2	2	4	kiss: dark skin tone
1F9D1+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FC	emoji-fully-qualified	2	2	14	kiss: person, person, light skin tone, medium-light skin tone
1F9D1+1F3FB+200D+2764+200D+1F48B+200D+1F9D1+1F3FC	emoji-minimally-qualified	2	2	14	kiss: person, person, light skin tone, medium-light skin tone
1F9D1+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FD	emoji-fully-qualified	2	2	14	kiss: person, person, light skin tone, medium skin tone
1F9D1+1F3FB+200D+2764+200D+1F48B+200D+1F9D1+1F3FD	emoji-minimally-qualified	2	2	14	kiss: person, person, light skin tone, medium skin tone
1F9D1+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FE	emoji-fully-qualified	2	2	14	kiss: person, person, light skin tone, medium-dark skin tone
1F9D1+1F3FB+200D+2764+200D+1F48B+200D+1F9D1+1F3FE	emoji-minimally-qualified	2	2	14	kiss: person, person, light skin tone, medium-dark skin tone
1F9D1+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FF	emoji-fully-qualified	2	2	14	kiss: person, person, light skin tone, dark skin tone
1F9D1+1F3FB+200D+2764+200D+1F48B+200D+1F9D1+1F3FF	emoji-minimally-qualified	2	2	14	kiss: person, person, light skin tone, dark skin tone
1F9D1+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FB	emoji-fully-qualified	2	2	14	kiss: person, person, medium-light skin tone, light skin tone
1F9D1+1F3FC+200D+2764+200D+1F48B+200D+1F9D1+1F3FB	emoji-minimally-qualified	2	2	14	kiss: person, person, medium-light skin tone, light skin tone
1F9D1+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FD	emoji-fully-qualified	2	2	14	kiss: person, person, medium-light skin tone, medium skin tone
1F9D1+1F3FC+200D+2764+200D+1F48B+200D+1F9D1+1F3FD	emoji-minimally-qualified	2	2	14	kiss: person, person, medium-light skin tone, medium skin tone
1F9D1+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FE	emoji-fully-qualified	2	2	14	kiss: person, person, medium-light skin tone, medium-dark skin tone
1F9D1+1F3FC+200D+2764+200D+1F48B+200D+1F9D1+1F3FE	emoji-minimally-qualified	2	2	14	kiss: person, person, medium-light skin tone, medium-dark skin tone
1F9D1+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FF	emoji-fully-qualified	2	2	14	kiss: person, person, medium-light skin tone, dark skin tone
1F9D1+1F3FC+200D+2764+200D+1F48B+200D+1F9D1+1F3FF	emoji-minimally-qualified	2	2	14	kiss: person, person, medium-light skin tone, dark skin tone
1F9D1+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FB	emoji-fully-qualified	2	2	14	kiss: person, person, medium skin tone, light skin tone
1F9D1+1F3FD+200D+2764+200D+1F48B+200D+1F9D1+1F3FB	emoji-minimally-qualified	2	2	14	kiss: person, person, medium skin tone, light skin tone
1F9D1+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FC	emoji-fully-qualified	2	2	14	kiss: person, person, medium skin tone, medium-light skin tone
1F9D1+1F3FD+200D+2764+200D+1F48B+200D+1F9D1+1F3FC	emoji-minimally-qualified	2	2	14	kiss: person, person, medium skin tone, medium-light skin tone
