# unicode=16.0.0 clusters=5274
codepoints	group	note
1F477+1F3FD+200D+2642+FE0F	emoji-fully-qualified	man construction worker: medium skin tone
1F477+1F3FD+200D+2642	emoji-minimally-qualified	man construction worker: medium skin tone
1F477+1F3FE+200D+2642+FE0F	emoji-fully-qualified	man construction worker: medium-dark skin tone
1F477+1F3FE+200D+2642	emoji-minimally-qualified	man construction worker: medium-dark skin tone
1F477+1F3FF+200D+2642+FE0F	emoji-fully-qualified	man construction worker: dark skin tone
1F477+1F3FF+200D+2642	emoji-minimally-qualified	man construction worker: dark skin tone
1F477+200D+2640+FE0F	emoji-fully-qualified	woman construction worker
1F477+200D+2640	emoji-minimally-qualified	woman construction worker
1F477+1F3FB+200D+2640+FE0F	emoji-fully-qualified	woman construction worker: light skin tone
1F477+1F3FB+200D+2640	emoji-minimally-qualified	woman construction worker: light skin tone
1F477+1F3FC+200D+2640+FE0F	emoji-fully-qualified	woman construction worker: medium-light skin tone
1F477+1F3FC+200D+2640	emoji-minimally-qualified	woman construction worker: medium-light skin tone
1F477+1F3FD+200D+2640+FE0F	emoji-fully-qualified	woman construction worker: medium skin tone
1F477+1F3FD+200D+2640	emoji-minimally-qualified	woman construction worker: medium skin tone
1F477+1F3FE+200D+2640+FE0F	emoji-fully-qualified	woman construction worker: medium-dark skin tone
1F477+1F3FE+200D+2640	emoji-minimally-qualified	woman construction worker: medium-dark skin tone
1F477+1F3FF+200D+2640+FE0F	emoji-fully-qualified	woman construction worker: dark skin tone
1F477+1F3FF+200D+2640	emoji-minimally-qualified	woman construction worker: dark skin tone
1FAC5	emoji-fully-qualified	person with crown
1FAC5+1F3FB	emoji-fully-qualified	person with crown: light skin tone
1FAC5+1F3FC	emoji-fully-qualified	person with crown: medium-light skin tone
1FAC5+1F3FD	emoji-fully-qualified	person with crown: medium skin tone
1FAC5+1F3FE	emoji-fully-qualified	person with crown: medium-dark skin tone
1FAC5+1F3FF	emoji-fully-qualified	person with crown: dark skin tone
1F934	emoji-fully-qualified	prince
1F934+1F3FB	emoji-fully-qualified	prince: light skin tone
1F934+1F3FC	emoji-fully-qualified	prince: medium-light skin tone
1F934+1F3FD	emoji-fully-qualified	prince: medium skin tone
1F934+1F3FE	emoji-fully-qualified	prince: medium-dark skin tone
1F934+1F3FF	emoji-fully-qualified	prince: dark skin tone
1F478	emoji-fully-qualified	princess
1F478+1F3FB	emoji-fully-qualified	princess: light skin tone
1F478+1F3FC	emoji-fully-qualified	princess: medium-light skin tone
1F478+1F3FD	emoji-fully-qualified	princess: medium skin tone
1F478+1F3FE	emoji-fully-qualified	princess: medium-dark skin tone
1F478+1F3FF	emoji-fully-qualified	princess: dark skin tone
1F473	emoji-fully-qualified	person wearing turban
1F473+1F3FB	emoji-fully-qualified	person wearing turban: light skin tone
1F473+1F3FC	emoji-fully-qualified	person wearing turban: medium-light skin tone
1F473+1F3FD	emoji-fully-qualified	person wearing turban: medium skin tone
1F473+1F3FE	emoji-fully-qualified	person wearing turban: medium-dark skin tone
1F473+1F3FF	emoji-fully-qualified	person wearing turban: dark skin tone
1F473+200D+2642+FE0F	emoji-fully-qualified	man wearing turban
1F473+200D+2642	emoji-minimally-qualified	man wearing turban
1F473+1F3FB+200D+2642+FE0F	emoji-fully-qualified	man wearing turban: light skin tone
1F473+1F3FB+200D+2642	emoji-minimally-qualified	man wearing turban: light skin tone
1F473+1F3FC+200D+2642+FE0F	emoji-fully-qualified	man wearing turban: medium-light skin tone
1F473+1F3FC+200D+2642	emoji-minimally-qualified	man wearing turban: medium-light skin tone
1F473+1F3FD+200D+2642+FE0F	emoji-fully-qualified	man wearing turban: medium skin tone
1F473+1F3FD+200D+2642	emoji-minimally-qualified	man wearing turban: medium skin tone
1F473+1F3FE+200D+2642+FE0F	emoji-fully-qualified	man wearing turban: medium-dark skin tone
1F473+1F3FE+200D+2642	emoji-minimally-qualified	man wearing turban: medium-dark skin tone
1F473+1F3FF+200D+2642+FE0F	emoji-fully-qualified	man wearing turban: dark skin tone
1F473+1F3FF+200D+2642	emoji-minimally-qualified	man wearing turban: dark skin tone
1F473+200D+2640+FE0F	emoji-fully-qualified	woman wearing turban
1F473+200D+2640	emoji-minimally-qualified	woman wearing turban
1F473+1F3FB+200D+2640+FE0F	emoji-fully-qualified	woman wearing turban: light skin tone
1F473+1F3FB+200D+2640	emoji-minimally-qualified	woman wearing turban: light skin tone
1F473+1F3FC+200D+2640+FE0F	emoji-fully-qualified	woman wearing turban: medium-light skin tone
1F473+1F3FC+200D+2640	emoji-minimally-qualified	woman wearing turban: medium-light skin tone
1F473+1F3FD+200D+2640+FE0F	emoji-fully-qualified	woman wearing turban: medium skin tone
1F473+1F3FD+200D+2640	emoji-minimally-qualified	woman wearing turban: medium skin tone
1F473+1F3FE+200D+2640+FE0F	emoji-fully-qualified	woman wearing turban: medium-dark skin tone
1F473+1F3FE+200D+2640	emoji-minimally-qualified	woman wearing turban: medium-dark skin tone
1F473+1F3FF+200D+2640+FE0F	emoji-fully-qualified	woman wearing turban: dark skin tone
1F473+1F3FF+200D+2640	emoji-minimally-qualified	woman wearing turban: dark skin tone
1F472	emoji-fully-qualified	person with skullcap
1F472+1F3FB	emoji-fully-qualified	person with skullcap: light skin tone
1F472+1F3FC	emoji-fully-qualified	person with skullcap: medium-light skin tone
1F472+1F3FD	emoji-fully-qualified	person with skullcap: medium skin tone
1F472+1F3FE	emoji-fully-qualified	person with skullcap: medium-dark skin tone
1F472+1F3FF	emoji-fully-qualified	person with skullcap: dark skin tone
1F9D5	emoji-fully-qualified	woman with headscarf
1F9D5+1F3FB	emoji-fully-qualified	woman with headscarf: light skin tone
1F9D5+1F3FC	emoji-fully-qualified	woman with headscarf: medium-light skin tone
1F9D5+1F3FD	emoji-fully-qualified	woman with headscarf: medium skin tone
1F9D5+1F3FE	emoji-fully-qualified	woman with headscarf: medium-dark skin tone
1F9D5+1F3FF	emoji-fully-qualified	woman with headscarf: dark skin tone
1F935	emoji-fully-qualified	person in tuxedo
1F935+1F3FB	emoji-fully-qualified	person in tuxedo: light skin tone
1F935+1F3FC	emoji-fully-qualified	person in tuxedo: medium-light skin tone
1F935+1F3FD	emoji-fully-qualified	person in tuxedo: medium skin tone
1F935+1F3FE	emoji-fully-qualified	person in tuxedo: medium-dark skin tone
1F935+1F3FF	emoji-fully-qualified	person in tuxedo: dark skin tone
1F935+200D+2642+FE0F	emoji-fully-qualified	man in tuxedo
1F935+200D+2642	emoji-minimally-qualified	man in tuxedo
1F935+1F3FB+200D+2642+FE0F	emoji-fully-qualified	man in tuxedo: light skin tone
1F935+1F3FB+200D+2642	emoji-minimally-qualified	man in tuxedo: light skin tone
1F935+1F3FC+200D+2642+FE0F	emoji-fully-qualified	man in tuxedo: medium-light skin tone
1F935+1F3FC+200D+2642	emoji-minimally-qualified	man in tuxedo: medium-light skin tone
1F935+1F3FD+200D+2642+FE0F	emoji-fully-qualified	man in tuxedo: medium skin tone
1F935+1F3FD+200D+2642	emoji-minimally-qualified	man in tuxedo: medium skin tone
1F935+1F3FE+200D+2642+FE0F	emoji-fully-qualified	man in tuxedo: medium-dark skin tone
1F935+1F3FE+200D+2642	emoji-minimally-qualified	man in tuxedo: medium-dark skin tone
1F935+1F3FF+200D+2642+FE0F	emoji-fully-qualified	man in tuxedo: dark skin tone
1F935+1F3FF+200D+2642	emoji-minimally-qualified	man in tuxedo: dark skin tone
1F935+200D+2640+FE0F	emoji-fully-qualified	woman in tuxedo
1F935+200D+2640	emoji-minimally-qualified	woman in tuxedo
1F935+1F3FB+200D+2640+FE0F	emoji-fully-qualified	woman in tuxedo: light skin tone
1F935+1F3FB+200D+2640	emoji-minimally-qualified	woman in tuxedo: light skin tone
1F935+1F3FC+200D+2640+FE0F	emoji-fully-qualified	woman in tuxedo: medium-light skin tone
1F935+1F3FC+200D+2640	emoji-minimally-qualified	woman in tuxedo: medium-light skin tone
1F935+1F3FD+200D+2640+FE0F	emoji-fully-qualified	woman in tuxedo: medium skin tone
1F935+1F3FD+200D+2640	emoji-minimally-qualified	woman in tuxedo: medium skin tone
1F935+1F3FE+200D+2640+FE0F	emoji-fully-qualified	woman in tuxedo: medium-dark skin tone
1F935+1F3FE+200D+2640	emoji-minimally-qualified	woman in tuxedo: medium-dark skin tone
1F935+1F3FF+200D+2640+FE0F	emoji-fully-qualified	woman in tuxedo: dark skin tone
1F935+1F3FF+200D+2640	emoji-minimally-qualified	woman in tuxedo: dark skin tone
1F470	emoji-fully-qualified	person with veil
1F470+1F3FB	emoji-fully-qualified	person with veil: light skin tone
1F470+1F3FC	emoji-fully-qualified	person with veil: medium-light skin tone
1F470+1F3FD	emoji-fully-qualified	person with veil: medium skin tone
1F470+1F3FE	emoji-fully-qualified	person with veil: medium-dark skin tone
1F470+1F3FF	emoji-fully-qualified	person with veil: dark skin tone
1F470+200D+2642+FE0F	emoji-fully-qualified	man with veil
1F470+200D+2642	emoji-minimally-qualified	man with veil
1F470+1F3FB+200D+2642+FE0F	emoji-fully-qualified	man with veil: light skin tone
1F470+1F3FB+200D+2642	emoji-minimally-qualified	man with veil: light skin tone
1F470+1F3FC+200D+2642+FE0F	emoji-fully-qualified	man with veil: medium-light skin tone
1F470+1F3FC+200D+2642	emoji-minimally-qualified	man with veil: medium-light skin tone
1F470+1F3FD+200D+2642+FE0F	emoji-fully-qualified	man with veil: medium skin tone
1F470+1F3FD+200D+2642	emoji-minimally-qualified	man with veil: medium skin tone
1F470+1F3FE+200D+2642+FE0F	emoji-fully-qualified	man with veil: medium-dark skin tone
1F470+1F3FE+200D+2642	emoji-minimally-qualified	man with veil: medium-dark skin tone
1F470+1F3FF+200D+2642+FE0F	emoji-fully-qualified	man with veil: dark skin tone
1F470+1F3FF+200D+2642	emoji-minimally-qualified	man with veil: dark skin tone
1F470+200D+2640+FE0F	emoji-fully-qualified	woman with veil
1F470+200D+2640	emoji-minimally-qualified	woman with veil
1F470+1F3FB+200D+2640+FE0F	emoji-fully-qualified	woman with veil: light skin tone
1F470+1F3FB+200D+2640	emoji-minimally-qualified	woman with veil: light skin tone
1F470+1F3FC+200D+2640+FE0F	emoji-fully-qualified	woman with veil: medium-light skin tone
1F470+1F3FC+200D+2640	emoji-minimally-qualified	woman with veil: medium-light skin tone
1F470+1F3FD+200D+2640+FE0F	emoji-fully-qualified	woman with veil: medium skin tone
1F470+1F3FD+200D+2640	emoji-minimally-qualified	woman with veil: medium skin tone
1F470+1F3FE+200D+2640+FE0F	emoji-fully-qualified	woman with veil: medium-dark skin tone
1F470+1F3FE+200D+2640	emoji-minimally-qualified	woman with veil: medium-dark skin tone
1F470+1F3FF+200D+2640+FE0F	emoji-fully-qualified	woman with veil: dark skin tone
1F470+1F3FF+200D+2640	emoji-minimally-qualified	woman with veil: dark skin tone
1F930	emoji-fully-qualified	pregnant woman
1F930+1F3FB	emoji-fully-qualified	pregnant woman: light skin tone
1F930+1F3FC	emoji-fully-qualified	pregnant woman: medium-light skin tone
1F930+1F3FD	emoji-fully-qualified	pregnant woman: medium skin tone
1F930+1F3FE	emoji-fully-qualified	pregnant woman: medium-dark skin tone
1F930+1F3FF	emoji-fully-qualified	pregnant woman: dark skin tone
1FAC3	emoji-fully-qualified	pregnant man
1FAC3+1F3FB	emoji-fully-qualified	pregnant man: light skin tone
1FAC3+1F3FC	emoji-fully-qualified	pregnant man: medium-light skin tone
1FAC3+1F3FD	emoji-fully-qualified	pregnant man: medium skin tone
1FAC3+1F3FE	emoji-fully-qualified	pregnant man: medium-dark skin tone
1FAC3+1F3FF	emoji-fully-qualified	pregnant man: dark skin tone
1FAC4	emoji-fully-qualified	pregnant person
1FAC4+1F3FB	emoji-fully-qualified	pregnant person: light skin tone
1FAC4+1F3FC	emoji-fully-qualified	pregnant person: medium-light skin tone
1FAC4+1F3FD	emoji-fully-qualified	pregnant person: medium skin tone
1FAC4+1F3FE	emoji-fully-qualified	pregnant person: medium-dark skin tone
1FAC4+1F3FF	emoji-fully-qualified	pregnant person: dark skin tone
1F931	emoji-fully-qualified	breast-feeding
1F931+1F3FB	emoji-fully-qualified	breast-feeding: light skin tone
1F931+1F3FC	emoji-fully-qualified	breast-feeding: medium-light skin tone
1F931+1F3FD	emoji-fully-qualified	breast-feeding: medium skin tone
1F931+1F3FE	emoji-fully-qualified	breast-feeding: medium-dark skin tone
1F931+1F3FF	emoji-fully-qualified	breast-feeding: dark skin tone
1F469+200D+1F37C	emoji-fully-qualified	woman feeding baby
1F469+1F3FB+200D+1F37C	emoji-fully-qualified	woman feeding baby: light skin tone
1F469+1F3FC+200D+1F37C	emoji-fully-qualified	woman feeding baby: medium-light skin tone
1F469+1F3FD+200D+1F37C	emoji-fully-qualified	woman feeding baby: medium skin tone
1F469+1F3FE+200D+1F37C	emoji-fully-qualified	woman feeding baby: medium-dark skin tone
1F469+1F3FF+200D+1F37C	emoji-fully-qualified	woman feeding baby: dark skin tone
1F468+200D+1F37C	emoji-fully-qualified	man feeding baby
1F468+1F3FB+200D+1F37C	emoji-fully-qualified	man feeding baby: light skin tone
1F468+1F3FC+200D+1F37C	emoji-fully-qualified	man feeding baby: medium-light skin tone
1F468+1F3FD+200D+1F37C	emoji-fully-qualified	man feeding baby: medium skin tone
1F468+1F3FE+200D+1F37C	emoji-fully-qualified	man feeding baby: medium-dark skin tone
1F468+1F3FF+200D+1F37C	emoji-fully-qualified	man feeding baby: dark skin tone
1F9D1+200D+1F37C	emoji-fully-qualified	person feeding baby
1F9D1+1F3FB+200D+1F37C	emoji-fully-qualified	person feeding baby: light skin tone
1F9D1+1F3FC+200D+1F37C	emoji-fully-qualified	person feeding baby: medium-light skin tone
1F9D1+1F3FD+200D+1F37C	emoji-fully-qualified	person feeding baby: medium skin tone
1F9D1+1F3FE+200D+1F37C	emoji-fully-qualified	person feeding baby: medium-dark skin tone
1F9D1+1F3FF+200D+1F37C	emoji-fully-qualified	person feeding baby: dark skin tone
1F47C	emoji-fully-qualified	baby angel
1F47C+1F3FB	emoji-fully-qualified	baby angel: light skin tone
1F47C+1F3FC	emoji-fully-qualified	baby angel: medium-light skin tone
1F47C+1F3FD	emoji-fully-qualified	baby angel: medium skin tone
1F47C+1F3FE	emoji-fully-qualified	baby angel: medium-dark skin tone
1F47C+1F3FF	emoji-fully-qualified	baby angel: dark skin tone
1F385	emoji-fully-qualified	Santa Claus
1F385+1F3FB	emoji-fully-qualified	Santa Claus: light skin tone
1F385+1F3FC	emoji-fully-qualified	Santa Claus: medium-light skin tone
1F385+1F3FD	emoji-fully-qualified	Santa Claus: medium skin tone
1F385+1F3FE	emoji-fully-qualified	Santa Claus: medium-dark skin tone
1F385+1F3FF	emoji-fully-qualified	Santa Claus: dark skin tone
1F936	emoji-fully-qualified	Mrs. Claus
1F936+1F3FB	emoji-fully-qualified	Mrs. Claus: light skin tone
1F936+1F3FC	emoji-fully-qualified	Mrs. Claus: medium-light skin tone
1F936+1F3FD	emoji-fully-qualified	Mrs. Claus: medium skin tone
1F936+1F3FE	emoji-fully-qualified	Mrs. Claus: medium-dark skin tone
1F936+1F3FF	emoji-fully-qualified	Mrs. Claus: dark skin tone
1F9D1+200D+1F384	emoji-fully-qualified	Mx Claus
1F9D1+1F3FB+200D+1F384	emoji-fully-qualified	Mx Claus: light skin tone
1F9D1+1F3FC+200D+1F384	emoji-fully-qualified	Mx Claus: medium-light skin tone
1F9D1+1F3FD+200D+1F384	emoji-fully-qualified	Mx Claus: medium skin tone
1F9D1+1F3FE+200D+1F384	emoji-fully-qualified	Mx Claus: medium-dark skin tone
1F9D1+1F3FF+200D+1F384	emoji-fully-qualified	Mx Claus: dark skin tone
1F9B8	emoji-fully-qualified	superhero
1F9B8+1F3FB	emoji-fully-qualified	superhero: light skin tone
1F9B8+1F3FC	emoji-fully-qualified	superhero: medium-light skin tone
1F9B8+1F3FD	emoji-fully-qualified	superhero: medium skin tone
1F9B8+1F3FE	emoji-fully-qualified	superhero: medium-dark skin tone
1F9B8+1F3FF	emoji-fully-qualified	superhero: dark skin tone
1F9B8+200D+2642+FE0F	emoji-fully-qualified	man superhero
1F9B8+200D+2642	emoji-minimally-qualified	man superhero
1F9B8+1F3FB+200D+2642+FE0F	emoji-fully-qualified	man superhero: light skin tone
1F9B8+1F3FB+200D+2642	emoji-minimally-qualified	man superhero: light skin tone
1F9B8+1F3FC+200D+2642+FE0F	emoji-fully-qualified	man superhero: medium-light skin tone
1F9B8+1F3FC+200D+2642	emoji-minimally-qualified	man superhero: medium-light skin tone
1F9B8+1F3FD+200D+2642+FE0F	emoji-fully-qualified	man superhero: medium skin tone
1F9B8+1F3FD+200D+2642	emoji-minimally-qualified	man superhero: medium skin tone
1F9B8+1F3FE+200D+2642+FE0F	emoji-fully-qualified	man superhero: medium-dark skin tone
1F9B8+1F3FE+200D+2642	emoji-minimally-qualified	man superhero: medium-dark skin tone
1F9B8+1F3FF+200D+2642+FE0F	emoji-fully-qualified	man superhero: dark skin tone
1F9B8+1F3FF+200D+2642	emoji-minimally-qualified	man superhero: dark skin tone
1F9B8+200D+2640+FE0F	emoji-fully-qualified	woman superhero
1F9B8+200D+2640	emoji-minimally-qualified	woman superhero
1F9B8+1F3FB+200D+2640+FE0F	emoji-fully-qualified	woman superhero: light skin tone
1F9B8+1F3FB+200D+2640	emoji-minimally-qualified	woman superhero: light skin tone
1F9B8+1F3FC+200D+2640+FE0F	emoji-fully-qualified	woman superhero: medium-light skin tone
1F9B8+1F3FC+200D+2640	emoji-minimally-qualified	woman superhero: medium-light skin tone
1F9B8+1F3FD+200D+2640+FE0F	emoji-fully-qualified	woman superhero: medium skin tone
1F9B8+1F3FD+200D+2640	emoji-minimally-qualified	woman superhero: medium skin tone
1F9B8+1F3FE+200D+2640+FE0F	emoji-fully-qualified	woman superhero: medium-dark skin tone
1F9B8+1F3FE+200D+2640	emoji-minimally-qualified	woman superhero: medium-dark skin tone
1F9B8+1F3FF+200D+2640+FE0F	emoji-fully-qualified	woman superhero: dark skin tone
1F9B8+1F3FF+200D+2640	emoji-minimally-qualified	woman superhero: dark skin tone
1F9B9	emoji-fully-qualified	supervillain
1F9B9+1F3FB	emoji-fully-qualified	supervillain: light skin tone
1F9B9+1F3FC	emoji-fully-qualified	supervillain: medium-light skin tone
1F9B9+1F3FD	emoji-fully-qualified	supervillain: medium skin tone
1F9B9+1F3FE	emoji-fully-qualified	supervillain: medium-dark skin tone
1F9B9+1F3FF	emoji-fully-qualified	supervillain: dark skin tone
1F9B9+200D+2642+FE0F	emoji-fully-qualified	man supervillain
1F9B9+200D+2642	emoji-minimally-qualified	man supervillain
1F9B9+1F3FB+200D+2642+FE0F	emoji-fully-qualified	man supervillain: light skin tone
1F9B9+1F3FB+200D+2642	emoji-minimally-qualified	man supervillain: light skin tone
1F9B9+1F3FC+200D+2642+FE0F	emoji-fully-qualified	man supervillain: medium-light skin tone
1F9B9+1F3FC+200D+2642	emoji-minimally-qualified	man supervillain: medium-light skin tone
1F9B9+1F3FD+200D+2642+FE0F	emoji-fully-qualified	man supervillain: medium skin tone
1F9B9+1F3FD+200D+2642	emoji-minimally-qualified	man supervillain: medium skin tone
1F9B9+1F3FE+200D+2642+FE0F	emoji-fully-qualified	man supervillain: medium-dark skin tone
1F9B9+1F3FE+200D+2642	emoji-minimally-qualified	man supervillain: medium-dark skin tone
1F9B9+1F3FF+200D+2642+FE0F	emoji-fully-qualified	man supervillain: dark skin tone
1F9B9+1F3FF+200D+2642	emoji-minimally-qualified	man supervillain: dark skin tone
1F9B9+200D+2640+FE0F	emoji-fully-qualified	woman supervillain
1F9B9+200D+2640	emoji-minimally-qualified	woman supervillain
1F9B9+1F3FB+200D+2640+FE0F	emoji-fully-qualified	woman supervillain: light skin tone
1F9B9+1F3FB+200D+2640	emoji-minimally-qualified	woman supervillain: light skin tone
1F9B9+1F3FC+200D+2640+FE0F	emoji-fully-qualified	woman supervillain: medium-light skin tone
1F9B9+1F3FC+200D+2640	emoji-minimally-qualified	woman supervillain: medium-light skin tone
